gene,IR1_S64_1,IR1_S64_2,IR2_S65_1,IR2_S65_2,IR3_S66_1,IR3_S66_2,IR4_S67_1,IR4_S67_2,IR5_S68_1,IR5_S68_2,IR6_S69_1,IR6_S69_2,RN1_S55_1,RN1_S55_2,RN2_S56_1,RN2_S56_2,RN3_S57_1,RN3_S57_2,RN4_S58_1,RN4_S58_2,RN5_S59_1,RN5_S59_2,RN6_S60_1,RN6_S60_2,HE4_S165_1,HE4_S165_2,HE5_S166_1,HE5_S166_2,HE6_S167_1,HE6_S167_2
gene-SHERM_20791,6,0,7,5,3,0,0,0,0,0,7,8,0,0,4,3,0,0,0,0,0,0,0,0,14,24,11,13,5,3
gene-SHERM_20796,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,2,2,2,0,4,3,3,8,4,8
gene-SHERM_20865,0,4,0,0,4,4,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,12,7,22,13,12,8
gene-SHERM_20915,6,4,14,9,7,8,2,9,4,3,3,7,11,4,5,10,8,9,4,2,6,4,5,6,5,2,0,3,4,0
gene-SHERM_20918,16,21,18,16,22,14,23,24,21,21,41,35,53,43,53,52,45,31,21,28,23,25,34,41,17,14,12,12,0,9
gene-SHERM_20984,2,1,6,0,4,0,1,0,0,1,3,2,3,3,9,2,0,0,2,3,4,2,2,0,18,21,10,15,10,13
gene-SHERM_20996,12,7,9,0,3,3,0,2,0,0,2,4,4,6,8,10,4,4,0,0,0,0,0,0,1,1,0,0,0,2
gene-SHERM_21062,8,0,6,0,7,0,0,0,0,0,3,6,12,0,7,7,8,0,0,0,0,0,0,3,19,28,21,34,11,18
gene-SHERM_21094,3,8,9,3,6,4,10,9,3,8,13,8,6,4,8,7,3,7,0,0,3,0,0,0,39,38,14,28,5,13
gene-SHERM_21185,0,0,0,3,0,0,2,3,1,3,4,2,0,3,1,1,1,1,2,2,2,2,2,2,10,13,6,2,3,6
gene-SHERM_21209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,5,3,0,0,2,3,4,3,12,12,15,16
gene-SHERM_21238,2,1,0,2,0,2,4,4,4,3,3,7,3,3,2,1,0,0,2,3,3,9,2,2,1,0,2,3,0,0
gene-SHERM_21278,24,31,21,22,33,26,26,30,28,30,59,45,36,25,36,18,16,15,52,61,38,39,50,41,20,40,26,26,17,15
gene-SHERM_21322,5,4,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,2,0,0,4,0,0,0,15,12,10,12,5,6
gene-SHERM_21391,3,7,8,2,7,2,0,5,3,0,2,5,5,9,2,3,0,3,0,12,4,4,2,3,1,3,0,2,0,0
gene-SHERM_21453,5,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,6,0,0,0,0,0,10,19,22,17,9,17
gene-SHERM_21468,0,12,0,0,7,4,0,0,0,0,0,7,0,7,10,0,4,7,7,11,0,9,4,5,11,13,13,24,31,25
gene-SHERM_21490,1,2,4,2,10,4,0,0,0,0,0,0,2,2,5,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_21515,3,7,5,6,2,3,2,0,5,2,6,1,6,2,8,7,8,0,1,5,0,4,7,5,2,0,2,0,0,0
gene-SHERM_21525,14,13,9,0,12,13,0,0,0,0,8,5,9,13,14,15,13,7,8,5,0,0,0,8,6,3,0,6,6,0
gene-SHERM_21541,3,0,4,7,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,5,0,5,3,0,11,9,12,14,12,7
gene-SHERM_21567,4,0,0,4,5,0,0,0,2,0,4,0,11,11,0,6,0,0,0,0,0,0,0,0,11,15,8,16,16,20
gene-SHERM_21572,1,0,0,0,2,1,0,1,0,0,0,0,3,0,1,2,1,0,2,2,0,0,0,0,11,12,3,8,2,5
gene-SHERM_21703,9,0,14,9,6,11,17,31,25,19,45,39,9,0,0,17,9,0,27,30,17,26,39,38,0,0,6,5,15,12
gene-SHERM_21743,4,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,26,15,21,22,16
gene-SHERM_21753,7,10,7,8,12,7,5,0,5,0,17,17,0,7,0,5,0,0,5,9,10,5,4,0,18,25,34,33,17,17
gene-SHERM_21778,0,0,0,0,0,0,58,65,34,31,95,78,0,0,5,0,0,0,11,0,0,20,0,0,7,0,0,8,0,0
gene-SHERM_21824,4,0,2,3,1,2,4,2,3,2,4,7,4,4,0,0,0,0,0,4,0,2,0,3,3,4,0,2,0,0
gene-SHERM_21901,0,0,2,3,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,14,6,26,34,30,21
gene-SHERM_21958,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,13,11,18,29,10,12
gene-SHERM_22009,2,2,3,2,0,0,2,9,5,3,6,6,0,0,2,0,0,2,3,2,4,1,0,1,0,0,0,0,2,2
gene-SHERM_22040,0,4,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,10,11,51,39
gene-SHERM_22056,5,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,18,24,24,8,4
gene-SHERM_22057,0,0,0,0,0,0,8,3,6,12,16,20,9,0,13,0,0,3,18,24,0,10,14,15,33,36,47,45,31,14
gene-SHERM_22071,5,4,4,1,0,4,6,3,2,4,10,12,2,5,3,3,0,2,8,5,7,0,4,0,4,8,3,5,0,2
gene-SHERM_22094,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,8,9,0,0,3,3,0,6,12,16,19,16,0,15
gene-SHERM_22165,31,40,34,35,17,32,0,0,0,0,0,0,17,29,39,16,25,28,0,0,0,0,0,0,26,31,30,27,15,12
gene-SHERM_22212,6,0,0,0,3,0,0,3,3,0,0,0,0,0,5,6,5,11,0,0,0,0,0,0,10,0,14,0,11,6
gene-SHERM_22218,0,0,0,6,8,2,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,19,19,25,23,0,15
gene-SHERM_22269,19,25,16,17,16,16,4,7,2,2,10,14,14,8,10,17,9,12,14,12,9,5,7,6,2,4,5,3,0,2
gene-SHERM_22272,1,5,2,0,3,5,0,2,4,7,2,12,1,4,2,4,10,6,4,4,3,6,3,3,31,42,31,27,12,12
gene-SHERM_22297,7,9,7,5,10,7,5,0,3,5,4,7,0,9,13,20,15,11,10,0,4,9,6,7,0,0,0,0,0,0
gene-SHERM_22351,15,7,6,11,6,7,0,0,0,0,0,0,5,8,6,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_22363,0,9,5,0,4,10,6,0,0,6,12,9,6,5,10,11,0,5,0,0,7,5,0,4,0,0,3,0,0,0
gene-SHERM_22386,10,13,11,8,13,11,9,19,8,4,20,16,11,8,3,10,7,4,7,10,7,6,12,7,9,9,10,12,3,5
gene-SHERM_22400,4,9,0,4,11,0,7,6,4,0,8,3,9,13,13,14,8,5,0,4,0,0,0,0,4,9,0,3,0,0
gene-SHERM_22435,8,10,5,8,0,6,0,0,0,0,0,0,9,3,15,0,5,9,0,0,0,0,7,0,0,0,0,0,0,0
gene-SHERM_22552,4,0,0,0,0,0,2,0,0,0,0,5,6,0,0,7,9,7,10,0,4,0,2,11,0,0,0,0,0,0
gene-SHERM_22569,0,0,0,2,0,5,0,0,6,0,0,14,5,6,0,5,10,0,0,0,0,0,0,0,17,14,14,31,10,16
gene-SHERM_22641,0,2,1,0,0,5,0,0,1,0,0,2,1,1,0,0,0,3,2,2,0,0,2,0,20,32,25,30,4,19
gene-SHERM_22650,5,4,6,9,4,0,0,0,0,0,0,0,6,7,12,5,7,9,0,0,0,0,0,0,29,50,27,25,12,12
gene-SHERM_01605,0,14,8,0,14,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,56,47,0,44,14,16
gene-SHERM_01639,9,5,0,4,6,0,2,0,0,0,6,0,0,4,4,0,0,0,7,9,0,0,9,8,48,31,28,32,14,8
gene-SHERM_01670,9,15,8,6,13,16,0,0,0,0,0,0,8,4,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_01704,2,0,2,0,1,0,2,0,0,0,0,3,0,0,4,2,2,0,5,4,2,0,4,5,3,0,9,7,42,30
gene-SHERM_01725,11,0,0,0,9,0,4,3,0,0,6,0,11,8,0,10,0,10,0,7,0,2,0,4,30,41,29,29,15,17
gene-SHERM_01733,2,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,17,12,8,9,3,8
gene-SHERM_01760,0,0,0,0,0,1,0,7,7,4,9,9,0,0,0,0,0,0,0,0,0,2,0,0,7,4,7,12,10,0
gene-SHERM_01788,2,3,0,4,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,11,11,24,32,11,21
gene-SHERM_01799,0,4,0,5,0,7,5,7,0,5,0,10,0,6,8,12,9,11,5,0,0,0,6,0,13,17,29,21,29,23
gene-SHERM_01809,0,0,0,0,6,8,0,0,0,0,5,0,0,6,9,8,0,9,0,0,0,7,0,11,25,25,24,17,37,27
gene-SHERM_01816,7,0,0,12,9,0,0,3,5,5,26,17,6,5,13,9,0,11,9,5,8,13,8,6,0,0,0,3,0,4
gene-SHERM_01882,9,17,4,6,9,7,0,16,8,12,29,16,10,10,13,12,7,7,21,12,13,0,16,0,0,0,7,0,0,0
gene-SHERM_01941,0,3,7,0,0,6,0,3,0,0,7,0,12,0,0,0,0,8,0,0,0,0,0,0,0,11,0,15,11,0
gene-SHERM_01945,0,3,0,2,6,2,0,3,0,0,0,2,3,2,6,6,2,1,4,2,0,2,0,0,0,2,0,0,0,0
gene-SHERM_01972,0,0,0,4,0,9,0,0,0,0,7,0,0,0,0,4,6,5,0,0,0,0,0,0,20,12,11,20,0,5
gene-SHERM_01978,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,4,7,14,14,24,22
gene-SHERM_01986,12,0,0,0,0,0,0,0,0,0,9,9,3,9,0,5,0,4,0,0,0,0,0,0,26,25,13,17,20,22
gene-SHERM_02033,4,3,5,6,5,9,0,0,0,0,0,0,14,12,6,12,11,10,0,0,0,0,0,0,16,13,19,18,8,3
gene-SHERM_02034,12,14,9,22,19,12,9,9,6,5,13,21,16,8,15,17,9,19,13,15,19,13,11,11,8,5,7,2,1,6
gene-SHERM_02037,7,2,1,2,8,6,2,2,1,2,12,12,6,6,3,7,3,9,7,4,3,3,8,3,5,2,4,6,1,3
gene-SHERM_02101,0,0,1,2,6,1,0,0,1,0,4,8,4,2,1,5,6,3,3,2,3,5,4,4,0,3,1,4,1,2
gene-SHERM_02102,7,3,4,9,8,14,5,6,7,4,6,6,7,13,8,8,8,11,7,22,6,7,10,14,3,8,8,5,6,4
gene-SHERM_02115,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,0,6,0,0,0,0,0,3,15,17,25,23,14,9
gene-SHERM_02119,0,0,7,4,7,0,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,17,10,13,21,17,13
gene-SHERM_22741,8,4,2,2,4,0,0,0,0,0,0,0,0,2,5,3,3,2,0,2,0,2,0,0,0,3,0,3,0,1
gene-SHERM_22771,0,4,2,2,1,0,7,4,1,0,4,0,0,2,2,1,0,1,0,4,3,3,1,0,0,0,0,0,0,0
gene-SHERM_22827,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,5,4,0,0,0,0,0,0,11,0,14,10,16,12
gene-SHERM_22897,3,8,2,2,6,4,14,7,13,9,13,17,2,2,2,2,3,2,2,2,0,2,0,1,0,0,0,0,0,0
gene-SHERM_22901,0,14,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,27,22,27,30
gene-SHERM_22907,0,0,4,0,0,0,3,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,10,13,14,11,20
gene-SHERM_22950,10,12,3,0,0,10,0,9,6,11,11,8,0,0,0,8,0,0,0,9,9,0,11,12,50,55,46,54,31,43
gene-SHERM_23016,5,4,3,0,0,2,0,0,0,0,2,0,0,4,0,2,0,0,5,0,3,0,0,6,14,20,24,17,21,11
gene-SHERM_23032,18,20,9,30,10,13,7,0,4,6,0,12,11,15,0,15,11,0,0,0,0,0,0,3,0,0,0,0,0,0
gene-SHERM_23169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,5,6,8,7,8,14,10,20
gene-SHERM_23195,3,3,5,3,0,0,0,3,0,0,0,0,0,6,7,10,5,9,3,0,0,4,0,0,16,12,21,27,24,16
gene-SHERM_23232,2,0,3,4,1,2,0,6,1,2,3,6,2,2,0,3,4,1,2,0,0,2,0,0,0,0,2,0,1,0
gene-SHERM_23273,7,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19,18,31,32,28,21
gene-SHERM_23317,4,12,3,6,5,6,7,9,8,5,11,12,9,10,11,15,8,12,6,9,4,5,4,12,5,5,0,2,0,2
gene-SHERM_23392,0,0,0,0,0,0,1,0,3,0,2,2,0,2,0,1,0,2,0,0,0,0,2,0,2,2,2,6,2,0
gene-SHERM_23404,0,3,7,9,0,0,0,9,6,0,8,10,9,9,6,9,0,6,0,0,0,0,0,0,0,27,26,26,15,19
gene-SHERM_23505,6,6,3,4,7,6,2,3,0,0,3,1,5,5,5,9,8,4,4,2,4,2,3,3,0,2,0,1,0,2
gene-SHERM_23521,8,11,5,7,4,11,1,0,2,4,2,3,11,13,15,11,21,16,3,2,0,1,4,3,0,0,0,2,2,2
gene-SHERM_23541,16,30,14,12,22,22,19,16,16,8,38,24,18,17,21,27,18,33,9,18,23,8,10,25,13,8,10,14,6,11
gene-SHERM_23547,10,12,7,3,6,9,8,7,0,9,15,5,0,5,0,0,10,11,7,5,0,15,0,5,0,3,0,0,3,0
gene-SHERM_23604,0,9,4,0,3,9,7,7,0,7,0,7,0,4,5,10,0,13,10,0,0,0,0,0,43,46,46,42,41,41
gene-SHERM_23857,5,9,8,2,3,7,2,2,0,0,0,0,2,3,7,0,3,3,0,2,0,0,0,0,0,0,3,0,0,2
gene-SHERM_23858,5,2,4,7,5,8,7,3,4,2,6,5,3,3,0,3,7,4,4,6,5,4,3,3,4,3,2,0,0,2
gene-SHERM_23881,12,16,11,8,9,16,5,6,5,0,3,9,7,11,14,8,7,0,5,4,0,4,5,3,0,0,0,0,0,0
gene-SHERM_23933,2,8,2,0,0,0,0,0,0,0,0,0,0,8,16,0,3,0,3,2,0,0,5,0,0,13,8,15,0,6
gene-SHERM_23947,13,14,0,6,13,8,3,5,0,0,0,10,8,10,8,8,12,10,6,4,5,7,0,0,38,37,46,35,28,18
gene-SHERM_23980,0,0,0,7,4,0,4,0,0,5,10,11,0,0,0,0,0,0,8,0,0,0,6,0,23,28,23,32,11,13
gene-SHERM_23999,9,6,0,3,15,14,5,0,0,0,6,7,9,9,0,10,10,8,0,4,0,0,10,0,27,26,50,61,27,24
gene-SHERM_24043,0,3,0,0,4,0,0,0,4,0,6,5,0,0,0,4,0,0,0,0,0,0,0,0,0,8,9,9,7,11
gene-SHERM_24076,5,0,2,0,2,0,0,0,2,0,0,0,0,3,0,0,5,4,0,0,0,0,0,0,17,16,16,11,5,4
gene-SHERM_24091,5,8,0,0,0,5,0,0,0,0,0,0,11,0,6,11,0,6,5,0,0,0,7,0,12,18,17,13,9,11
gene-SHERM_24100,0,5,0,0,8,8,0,0,0,0,4,3,2,0,5,10,5,0,0,0,3,0,0,0,50,59,61,72,33,31
gene-SHERM_24145,7,0,0,2,4,3,0,5,3,7,8,9,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0
gene-SHERM_24164,2,1,3,3,7,4,0,1,0,0,2,0,0,0,3,2,5,3,0,0,0,0,0,0,18,9,14,12,6,6
gene-SHERM_24197,7,8,11,9,7,6,4,2,2,4,4,6,6,3,4,3,4,11,8,3,5,4,6,4,5,4,3,3,1,2
gene-SHERM_24211,2,8,2,1,5,3,6,2,2,0,6,3,2,7,0,3,4,5,5,3,4,3,5,2,0,2,5,3,0,2
gene-SHERM_24246,8,0,0,13,16,18,0,0,0,0,0,0,14,19,17,14,5,6,10,0,0,0,7,0,84,93,77,81,40,45
gene-SHERM_24272,0,2,3,2,2,4,5,3,3,5,5,8,1,2,0,0,3,0,5,6,8,8,4,5,0,1,0,4,2,1
gene-SHERM_24293,2,5,0,3,4,0,6,7,0,0,2,0,0,5,0,0,0,0,0,2,3,3,0,2,19,13,26,15,19,23
gene-SHERM_24396,8,6,8,3,6,7,1,2,0,1,6,5,0,0,1,1,2,3,0,0,0,1,1,1,4,4,2,2,2,3
gene-SHERM_24412,0,0,6,9,0,3,0,0,0,0,0,0,0,0,4,0,3,4,5,4,2,5,3,5,16,14,17,10,6,0
gene-SHERM_24417,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,3,2,0,0,0,5,5,3,10,9,9
gene-SHERM_24454,0,4,0,9,5,4,0,0,0,0,0,0,5,5,3,9,4,6,4,8,4,4,0,1,5,0,4,4,8,12
gene-SHERM_24476,0,3,0,6,0,0,0,0,0,0,2,0,0,3,3,0,0,5,6,0,0,0,6,3,6,14,24,18,23,32
gene-SHERM_24569,3,2,4,10,5,1,3,2,0,2,2,1,1,2,3,4,6,2,2,0,2,6,0,4,1,4,3,0,0,0
gene-SHERM_24577,7,14,6,4,3,3,4,1,0,3,0,2,4,3,2,3,1,5,1,0,0,1,0,0,2,0,0,3,2,0
gene-SHERM_24578,13,18,12,4,9,17,0,0,2,3,0,8,12,10,7,10,5,22,1,1,0,6,0,1,3,8,5,5,3,3
gene-SHERM_24652,30,14,16,15,17,14,7,0,8,0,0,7,21,11,21,10,0,21,0,0,0,0,7,0,53,49,43,41,29,26
gene-SHERM_24690,4,4,3,3,7,3,1,2,4,2,1,0,3,8,3,5,2,3,2,3,0,3,1,1,17,18,26,14,18,20
gene-SHERM_24711,2,0,2,1,4,3,0,2,0,0,0,2,0,2,2,0,3,0,0,0,0,0,3,0,15,11,10,6,10,6
gene-SHERM_24721,0,0,0,0,0,0,0,0,5,0,6,0,4,7,0,3,0,0,0,4,4,0,0,0,11,9,13,8,9,16
gene-SHERM_24734,15,12,16,14,10,10,0,0,0,0,7,0,18,8,16,7,10,12,8,0,7,6,0,4,150,169,118,113,76,47
gene-SHERM_24794,0,0,0,0,0,0,155,195,152,132,294,273,0,0,0,0,0,0,7,0,0,13,14,8,0,0,0,0,0,0
gene-SHERM_24824,9,0,4,9,9,4,10,6,7,6,16,11,8,8,7,0,9,6,14,9,0,19,19,12,0,5,0,8,0,0
gene-SHERM_24826,0,0,0,0,0,0,2,3,1,0,0,0,3,1,3,1,3,0,1,0,0,2,0,0,3,6,5,3,3,3
gene-SHERM_24838,4,2,2,2,4,7,0,0,0,2,0,0,5,7,6,7,6,4,0,0,0,1,0,0,0,0,0,0,0,0
gene-SHERM_24869,4,6,4,1,3,3,1,5,3,4,10,12,2,3,5,0,4,4,3,8,0,0,4,2,1,0,0,0,0,0
gene-SHERM_24879,10,8,0,5,0,0,0,0,0,0,0,0,4,6,4,0,3,0,0,0,0,0,0,0,52,33,24,32,13,14
gene-SHERM_24881,0,14,5,0,11,9,0,0,0,3,5,0,5,9,4,0,7,9,4,0,4,6,0,0,0,0,0,0,0,0
gene-SHERM_24895,0,3,8,0,5,7,0,4,0,0,6,0,0,0,0,6,6,6,9,6,0,5,5,0,20,26,27,35,10,12
gene-SHERM_24936,11,14,25,24,16,18,21,14,13,0,25,36,20,11,8,22,16,21,14,15,0,10,15,25,13,18,12,13,0,9
gene-SHERM_24975,0,0,4,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,9,12,14,14,14
gene-SHERM_25061,1,1,0,2,4,2,3,0,2,3,0,2,1,1,0,1,5,3,1,3,3,3,1,2,0,1,0,0,0,0
gene-SHERM_25106,0,5,11,4,7,7,3,0,6,4,0,7,6,0,8,0,4,4,0,0,0,0,0,0,12,19,20,28,18,12
gene-SHERM_25142,0,14,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,4,8,0,4,3,0,21,18,17,27,12,10
gene-SHERM_25144,24,28,19,17,29,27,5,0,8,0,23,9,30,38,26,36,50,48,20,27,24,15,22,26,13,19,12,23,0,0
gene-SHERM_25183,3,6,4,4,6,4,17,6,8,8,16,20,1,2,2,5,4,5,12,8,10,13,5,9,1,1,2,0,4,8
gene-SHERM_25203,0,0,2,7,7,6,0,0,3,2,0,1,8,2,5,4,0,4,7,5,2,5,2,4,0,2,0,3,0,0
gene-SHERM_25205,0,0,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,4,0,0,0,13,7,9,6,19,18
gene-SHERM_25221,7,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,12,0,4,0,6,28,26,18,21,28,27
gene-SHERM_25234,0,0,0,0,0,0,5,0,13,0,10,12,8,5,0,10,7,4,0,6,4,0,0,5,16,0,11,21,12,13
gene-SHERM_25249,3,0,7,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,4,9,6,5,0,0,5
gene-SHERM_25288,7,10,6,5,6,11,3,3,3,2,4,1,5,3,9,8,8,2,2,3,0,2,0,2,2,0,2,2,10,2
gene-SHERM_25341,3,4,0,3,0,0,5,5,0,3,0,4,3,10,0,0,0,4,0,0,0,0,0,0,10,13,11,23,29,19
gene-SHERM_25399,0,3,8,0,0,2,8,9,7,11,13,15,0,0,2,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0
gene-SHERM_25501,2,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,2,0,2,0,2,2,0,10,8,24,27
gene-SHERM_25577,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,8,0,5,0,7,0,0,20,24,12,15,0,10
gene-SHERM_25701,0,0,0,0,7,4,0,0,0,0,0,0,2,10,3,0,9,0,0,0,0,0,5,0,16,21,7,14,4,2
gene-SHERM_25706,18,16,29,19,18,23,5,12,10,10,17,13,24,29,20,28,27,23,10,15,10,15,8,18,8,7,18,5,2,0
gene-SHERM_25738,19,25,11,16,21,15,9,8,0,0,14,13,0,10,14,14,6,10,9,16,0,9,10,13,4,0,8,2,0,0
gene-SHERM_25754,4,0,0,0,0,4,3,2,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,17,22,13,0,17,16
gene-SHERM_25761,2,0,0,0,4,0,0,0,0,0,0,0,7,0,0,4,5,3,7,4,2,0,0,5,9,9,23,35,27,24
gene-SHERM_25771,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,4,0,0,2,0,0,0,0,6,15,18,39,19
gene-SHERM_25773,0,0,0,0,0,0,0,12,4,3,6,0,6,0,0,5,8,0,0,0,0,0,0,0,0,11,10,8,0,0
gene-SHERM_25808,0,3,5,7,7,4,0,9,0,12,24,17,0,5,10,4,6,9,9,8,0,7,7,13,0,0,0,0,3,0
gene-SHERM_25844,6,14,0,13,5,0,0,0,3,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,20,8,9,13,9,8
gene-SHERM_25855,0,0,0,0,0,0,0,9,0,0,4,3,0,0,0,5,0,5,8,0,7,5,3,4,0,4,11,7,6,0
gene-SHERM_25881,2,4,1,1,2,3,2,3,2,0,4,1,3,0,2,0,4,2,0,0,3,0,0,1,16,11,16,18,7,8
gene-SHERM_25884,9,13,8,4,5,0,0,0,4,0,5,0,0,5,12,19,9,8,5,0,0,0,0,0,25,13,25,39,15,0
gene-SHERM_25909,4,4,2,6,7,3,0,0,0,0,0,0,5,5,11,6,4,4,0,0,0,0,0,0,3,0,0,0,0,0
gene-SHERM_25967,9,8,15,11,16,13,9,9,8,7,23,20,13,15,26,20,22,26,16,21,23,24,24,21,2,8,3,2,1,0
gene-SHERM_25978,7,5,9,8,7,4,0,0,0,0,0,0,8,6,7,11,10,12,5,0,0,0,0,0,4,6,8,14,0,2
gene-SHERM_26027,9,12,6,4,8,6,4,4,9,6,8,6,10,3,10,8,6,5,3,10,2,6,11,14,4,4,4,3,2,0
gene-SHERM_26034,0,5,4,0,6,7,3,0,0,0,0,0,5,2,3,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0
gene-SHERM_26049,5,4,2,2,5,11,2,2,2,4,3,9,5,1,3,4,9,3,0,3,1,0,3,0,26,26,20,24,14,22
gene-SHERM_26067,5,5,6,3,6,0,3,3,4,1,6,11,5,4,4,2,1,7,5,4,2,5,10,7,0,2,0,2,0,2
gene-SHERM_26163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,2,2,6,0,2,4,8,6,23,16
gene-SHERM_26182,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,3,0,2,0,0,0,0,4,5,5,7,4,2
gene-SHERM_26194,7,4,3,4,0,0,2,3,0,0,0,0,2,3,5,8,4,5,3,4,2,6,16,11,7,5,38,23,73,66
gene-SHERM_26253,3,2,2,0,3,3,0,0,0,0,0,0,0,0,2,2,1,0,2,1,0,0,1,2,2,4,1,3,8,7
gene-SHERM_26290,3,4,1,2,0,2,11,7,3,6,19,17,4,3,1,1,3,2,0,2,1,0,1,0,33,34,46,37,14,12
gene-SHERM_26340,1,6,2,10,4,6,4,8,2,2,5,8,11,6,8,3,11,11,15,8,6,5,2,2,3,7,2,3,0,2
gene-SHERM_26379,7,5,6,0,9,8,17,10,11,9,13,26,0,10,9,11,21,14,14,15,15,10,20,22,0,0,5,3,0,3
gene-SHERM_26421,19,18,10,13,11,12,0,0,0,0,0,0,13,5,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_26451,8,14,16,14,12,12,0,0,0,0,0,5,18,14,19,18,15,10,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_26452,6,11,6,6,8,7,0,0,0,0,0,0,5,5,0,6,14,9,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_26551,19,37,35,22,22,25,10,34,20,24,44,33,23,26,21,40,19,21,44,34,28,24,40,34,13,9,14,14,23,13
gene-SHERM_26594,34,42,36,32,54,46,11,11,5,5,14,21,26,30,41,30,34,24,12,12,6,8,10,12,10,16,9,8,5,8
gene-SHERM_26605,24,32,0,13,17,19,0,4,0,0,0,8,21,8,11,13,0,13,0,0,0,0,0,0,8,5,10,9,0,0
gene-SHERM_26656,15,20,17,28,13,0,0,0,0,0,5,8,8,0,14,11,16,15,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_26710,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,7,0,5,0,0,15,0,38,37,56,69
gene-SHERM_26730,6,0,0,2,3,8,0,0,2,2,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_26738,6,13,6,7,11,14,0,4,2,2,8,6,6,9,12,7,12,13,5,8,4,4,2,4,0,4,5,2,2,3
gene-SHERM_26782,1,3,8,5,8,2,5,6,8,4,5,14,6,3,12,11,10,8,8,5,6,7,14,11,1,2,0,2,2,3
gene-SHERM_26818,0,7,6,2,0,2,0,4,5,2,15,5,0,0,0,0,8,0,3,0,0,3,0,2,0,32,16,18,9,12
gene-SHERM_26835,16,13,10,5,8,6,9,0,7,0,19,14,13,6,4,9,6,9,0,6,0,0,3,4,2,0,0,0,0,0
gene-SHERM_26845,8,10,6,10,3,9,9,6,7,2,11,13,9,2,2,4,4,2,9,11,6,4,6,8,5,3,8,1,0,1
gene-SHERM_26859,1,2,2,2,1,2,4,2,5,2,1,3,2,0,3,3,1,2,0,0,0,2,0,0,1,4,0,0,1,0
